# TIMESTAMP	THROUGHPUT
0.00	0.000000
0.01	0.084000
0.02	21.371200
0.03	13.988800
0.04	21.239200
0.05	21.410400
0.06	21.242400
0.07	23.664800
0.08	25.731200
0.09	21.412000
0.10	21.242400
0.11	23.664800
0.12	20.988000
0.13	25.476800
0.14	21.072800
0.15	23.410400
0.16	25.476800
0.17	21.072800
0.18	23.410400
0.19	25.476800
0.20	21.072800
0.21	20.988000
0.22	25.832800
0.23	23.140000
0.24	20.990400
0.25	25.835200
0.26	23.056800
0.27	21.076000
0.28	23.412800
0.29	25.479200
0.30	21.076000
0.31	20.990400
0.32	25.835200
0.33	23.059200
0.34	21.078400
0.35	23.415200
0.36	25.482400
0.37	21.078400
0.38	23.415200
0.39	18.570400
0.40	23.415200
0.41	23.415200
0.42	23.060000
0.43	21.078400
0.44	25.837600
0.45	23.060000
0.46	21.078400
0.47	23.415200
0.48	25.482400
0.49	21.078400
0.50	23.415200
0.51	20.992800
0.52	18.313600
0.53	27.648000
0.54	20.736000
0.55	13.824000
0.56	0.000000
0.57	0.000000
0.58	0.000000
0.59	0.000000
0.60	0.000000
0.61	0.000000
0.62	0.000000
0.63	0.000000
0.64	0.000000
0.65	0.000000
0.66	0.000000
0.67	0.000000
0.68	0.000000
0.69	0.000000
0.70	0.000000
0.71	0.000000
0.72	0.000000
0.73	0.000000
0.74	0.000000
0.75	0.000000
0.76	0.000000
0.77	0.000000
0.78	0.000000
0.79	0.000000
0.80	0.000000
0.81	0.000000
0.82	0.000000
0.83	0.000000
0.84	0.000000
0.85	0.000000
0.86	0.000000
0.87	0.000000
0.88	0.000000
0.89	0.000000
0.90	0.000000
0.91	0.000000
0.92	0.000000
0.93	0.000000
0.94	0.000000
0.95	0.000000
0.96	0.000000
0.97	0.000000
0.98	0.000000
0.99	0.000000
1.00	0.000000
1.01	0.000000
1.02	0.000000
1.03	0.000000
1.04	0.000000
1.05	0.000000
1.06	0.000000
1.07	0.000000
1.08	0.000000
1.09	0.000000
1.10	0.000000
1.11	0.000000
1.12	0.000000
1.13	0.000000
1.14	0.000000
1.15	0.000000
1.16	0.000000
1.17	0.000000
1.18	0.000000
1.19	0.000000
1.20	0.000000
1.21	0.000000
1.22	0.000000
1.23	0.000000
